"listing_value","tweets_Name","tweets_Date","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Mar 17, 2011","192","21","Power cable to Japan #quake damaged reactor unit No. 2 in place, IAEA says http://on.cnn.com/hlKuSO","","","","","1"
"","CNN Breaking News","Mar 17, 2011","90","16","Without U.N. resolution, U.S. won't act unilaterally on #Libya, Clinton says http://on.cnn.com/ft0QGX","","","","","1"
"","CNN Breaking News","Mar 17, 2011","105","11","New Orleans PD has used excessive force, profiling, Justice Dept. finds http://on.cnn.com/egH0oT","","","","","1"
"","CNN Breaking News","Mar 17, 2011","113","21","Obama: U.S., Pacific territories should be safe from #quake damaged reactor radiation http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","49","6","Senate passes bill funding federal govt. through April 8, sends to Obama http://on.cnn.com/fWS2jL","","","","","1"
"","CNN Breaking News","Mar 17, 2011","186","14","House votes to bar funding for #NPR http://on.cnn.com/eXYEQS","","","","","1"
"","CNN Breaking News","Mar 17, 2011","62","10","Libyan Leader Moammar #Gadhafi calls Benghazi residents ""traitors"" http://on.cnn.com/f2wnf3","","","","","1"
"","CNN Breaking News","Mar 17, 2011","147","18","Nuclear Regulatory Commission chief: Little fear of harmful radiation reaching U.S. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","50","11","Suspect in Yale killing pleads guilty. http://on.cnn.com/gKzBwy","","","","","1"
"","CNN Breaking News","Mar 17, 2011","131","19","Thousands of U.S. military kin offered evacuation from #Japan. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","192","20","U.S. military begins voluntary evacuations for families in #Japan. http://on.cnn.com/geuDYC","1","","","","1"
"","CNN Breaking News","Mar 17, 2011","207","15","Temple University evacuating students from Japan. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","1.8K","105","Sandra Bullock gives $1M for Japan quake and tsunami aid. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","467","27","High radiation found 18 miles from #quake damaged nuclear plant. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","201","18","Fresh #quake aftershocks rock Japan. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","120","28","China trying to head off ""salt panic"" in wake of Japan nuclear crisis. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","118","14","Water spraying operation over at crippled nuclear power plant in Japan, defense ministry says. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","80","10","Kyodo News: Tokyo Electric Power Company to halt building nuclear power plant in Oma. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","146","22","Fire trucks spraying water to cool reactor at Japan's #quake crippled Fukushima Daiichi nuclear plant. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","626","23","Death toll in Japan #quake rises to 5,457 with 9,508 missing. http://on.cnn.com/geuDYC","","","","","1"
"","CNN Breaking News","Mar 17, 2011","54","17","Ongoing NHK coverage of #Japan earthquake, tsumani aftermath continues. Watch: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Mar 17, 2011","116","18","U.S. working to move families of government personnel from #quake-affected areas in Japan http://on.cnn.com/f6UaSZ","","","","","1"
"","CNN Breaking News","Mar 17, 2011","178","13","Japanese rush to cool off nuclear reactors from air, ground http://on.cnn.com/hlKuSO","","","","","1"
"","CNN Breaking News","Mar 17, 2011","282","26","UK joins U.S. in urging people to stay 80 km from damaged #Japan reactors http://on.cnn.com/hi8GVs","","","","","1"
"","CNN Breaking News","Mar 17, 2011","141","17","Official: Workers to try restoring power Thursday to #Japan nuclear plant http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 17, 2011","337","21","Helicopter drops water on overheating reactor at #Japan nuclear power plant http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 17, 2011","705","61","U.S. expert: ""People may be called on to sacrifice lives"" at #Japan reactor http://on.cnn.com/hi8GVs","","","","","1"
"","CNN Breaking News","Mar 17, 2011","351","24","NRC chief: ""We believe secondary containment destroyed"" at #Japan nuclear plant http://on.cnn.com/hi8GVs","","","","","1"
"","CNN Breaking News","Mar 16, 2011","341","34","Japan #quake, tsunami aid and relief: How you can help http://on.cnn.com/fAXNkc","","","","","1"
"","CNN Breaking News","Mar 16, 2011","97","17","Mexico acknowledges U.S. drones helping track drug traffickers there http://on.cnn.com/eaYbAL","","","","","1"
"","CNN Breaking News","Mar 16, 2011","538","43","""Extremely high"" radiation levels at Fukushima Daiichi plant, U.S. NRC says http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","106","9","Dow falls 241 points over concern about #Japan crisis, U.S. economy http://on.cnn.com/gc5uU6","","","","","1"
"","CNN Breaking News","Mar 16, 2011","112","19","Yen soars vs. dollar on prospect of cash flowing into #Japan after #quake http://on.cnn.com/dPvSAy","","","","","1"
"","CNN Breaking News","Mar 16, 2011","189","12","U.S. says to stay 50 miles from stricken #reactors; #Japan advises 12.4 miles http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","464","29","Hillary #Clinton does not want to serve second term as secretary of state, Clinton tells CNN. http://on.cnn.com/dJhyhp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","266","13","Four New York Times journalists missing in Libya, newspaper says. http://on.cnn.com/gJEGzi","","","","","1"
"","CNN Breaking News","Mar 16, 2011","84","7","IAEA chief to travel to #Japan to assess threat to #quake damaged reactors. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","172","13","S. Korea to send boric acid to help cool #quake damaged Japanese reactors. http://on.cnn.com/i6CN0p","","","","","1"
"","CNN Breaking News","Mar 16, 2011","588","35","Japan #quake death toll stands at 4,314, with at least 8,606 missing, police say. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","51","9","Yale murder suspect intends to plead guilty, attorney says. http://on.cnn.com/dQVICg","","","","","1"
"","CNN Breaking News","Mar 16, 2011","132","17","Kyodo News: 80,000 soldiers, police, firefighters mobilize in Japan #quake aftermath. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","417","15","10 aftershocks of 5.0-magnitude or greater recorded in #Japan Wednesday. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","144","17","Opposition: Gadhafi ""bombing his way"" into rebel-held city of Misrata, #Libya. http://on.cnn.com/gisy85","","","","","1"
"","CNN Breaking News","Mar 16, 2011","99","10","Witnesses: Security forces attack protesters and doctors in #Bahrain. http://on.cnn.com/eD4lWt","","","","","1"
"","CNN Breaking News","Mar 16, 2011","49","9","CIA contractor released after Pakistan killings, government minister says. http://on.cnn.com/eIQRh5","","","","","1"
"","CNN Breaking News","Mar 16, 2011","132","17","Kyodo News: 80,000 soldiers, police, firefighters mobilize in Japan #quake aftermath. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","417","15","10 aftershocks of 5.0-magnitude or greater recorded in #Japan Wednesday. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","144","17","Opposition: Gadhafi ""bombing his way"" into rebel-held city of Misrata, #Libya. http://on.cnn.com/gisy85","","","","","1"
"","CNN Breaking News","Mar 16, 2011","99","10","Witnesses: Security forces attack protesters and doctors in #Bahrain. http://on.cnn.com/eD4lWt","","","","","1"
"","CNN Breaking News","Mar 16, 2011","49","9","CIA contractor released after Pakistan killings, government minister says. http://on.cnn.com/eIQRh5","","","","","1"
"","CNN Breaking News","Mar 16, 2011","121","30","Japan #quake and tsunami live blog: Latest updates, video. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","149","16","Colombian military kills #FARC leader, country's president says. http://on.cnn.com/f7rRKR","","","","","1"
"","CNN Breaking News","Mar 16, 2011","245","19","33,000 temporary homes needed in wake of Japan #quake, tsunami. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","154","17","Toyota Motor Corp. will not resume auto production at its Japan plants for another week. http://on.cnn.com/i6CN0p","","","","","1"
"","CNN Breaking News","Mar 16, 2011","709","31","Traces of radiation found in tap water 50 miles from #quake damaged Japanese nuclear plant. http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","137","24","Televised address by Japan's emperor underscores depth of crisis after #quake, tsunami http://on.cnn.com/hCvegB","","","","","1"
"","CNN Breaking News","Mar 16, 2011","205","25","Japan's emperor addresses the #quake-damaged nation on national television http://on.cnn.com/hlXLSp","","","","","1"
"","CNN Breaking News","Mar 16, 2011","150","14","#Quake-damaged container may be causing smoke, radiation spike, agency says http://on.cnn.com/hi8GVs","","","","","1"
"","CNN Breaking News","Mar 16, 2011","772","53","Governor says radiation levels in Tokyo 20 times normal, The Japan Times reports http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 16, 2011","553","36","50 workers at damaged nuclear plant have been evacuated, Japan official says http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 16, 2011","984","54","Latest quake, #tsunami toll from Japan National Police: 3,676 dead, 7,558 missing http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","374","30","Tokyo Power Co.: Fire in Reactor 4 building at Fukushima Daiichi plant http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","395","35","Websites of YouTube, ESPN and others blocked by U.S. military in Japan to save bandwidth http://on.cnn.com/h8wiYg","","","","","1"
"","CNN Breaking News","Mar 15, 2011","186","17","Iditarod won by Alaskan for first time in dog-sled race's 38-year history http://on.cnn.com/h9YCki","","","","","1"
"","CNN Breaking News","Mar 15, 2011","67","12","House passes measure to keep government running http://on.cnn.com/hh9Rzl","","","","","1"
"","CNN Breaking News","Mar 15, 2011","155","35","Tokyo governor apologizes for calling #quake divine retribution, Kyodo reports http://on.cnn.com/f64wWA","","","","","1"
"","CNN Breaking News","Mar 15, 2011","353","36","Japan situation between ""Three Mile Island and Chernobyl,"" French #nuclear official says ""http://on.cnn.com/hoAujW","","","","","1"
"","CNN Breaking News","Mar 15, 2011","245","20","Kyodo News: Part of crew forced to abandon control room of #quake damaged nuclear plant due to radiation. http://on.cnn.com/hM2Dtg","","","","","1"
"","CNN Breaking News","Mar 15, 2011","233","25","U.S. Navy: Radiation after Japan #quake creates ""one of the most challenging humanitarian operations."" http://on.cnn.com/g8J1WO","","","","","1"
"","CNN Breaking News","Mar 15, 2011","153","15","Kyodo News: Officials considering using helicopters to drop water into cooling pond at #quake-damaged reactor. http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","111","11","Two Canadians face charges in 2009 al Qaeda plot to blow up New York subway. http://on.cnn.com/gXQNWb","","","","","1"
"","CNN Breaking News","Mar 15, 2011","772","57","6.1-magnitude #quake aftershock hits eastern part of Honshu, Japan, USGS says. Shaking widely felt. http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","1K","32","3,373 dead, 6,746 missing from #quake and #tsunami in Japan, police say. http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","152","16","Bahrain's king declares 3-month state of emergency, state news agency says. http://on.cnn.com/e0TNjx","","","","","1"
"","CNN Breaking News","Mar 15, 2011","652","23","2,734 dead, 3,743 missing from #quake and #tsunami in Japan, police say. http://on.cnn.com/hms5pp","","","","","1"
"","CNN Breaking News","Mar 15, 2011","228","18","Temperatures in #quake-damaged Japan forecast to drop below freezing by Wednesday. http://on.cnn.com/hms5pp","","","","","1"
"","CNN Breaking News","Mar 15, 2011","326","20","Radiation levels drop at #quake-damaged Japanese plant http://on.cnn.com/hM2Dtg","","","","","1"
"","CNN Breaking News","Mar 15, 2011","454","278","New, chilling video of Japanese #tsunami http://on.cnn.com/gHC3Vo","","","","","1"
"","CNN Breaking News","Mar 15, 2011","133","14","#Quake death toll rises http://on.cnn.com/gGn3gh","","","","","1"
"","CNN Breaking News","Mar 15, 2011","389","32","U.S. aircraft carrier docked in Japan detects radiation http://on.cnn.com/gVrMmG","","","","","1"
"","CNN Breaking News","Mar 15, 2011","302","31","Japan's nuclear crisis recalls painful memories in Hiroshima http://on.cnn.com/dY0euc","","","","","1"
"","CNN Breaking News","Mar 15, 2011","223","24","14% to 17% of Japanese homes and businesses have #quake insurance http://on.cnn.com/hgScwP","","","","","1"
"","CNN Breaking News","Mar 15, 2011","499","97","Before and after images of #tsunami damage in Japan show a landscape of loss http://on.cnn.com/ehsSqc","","","","","1"
"","CNN Breaking News","Mar 15, 2011","452","25","An estimated 450,000 people are living in shelters, according to Japanese reports #tsunami #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","851","22","Official: Anyone within 20 km of Fukushima Daiichi nuclear plant evacuate; within 20-30 km stay indoors #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","1.5K","45","Official: Radiation levels at Fukushima Daiichi nuclear plant are at ""levels that can impact human health"" #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","628","28","Japan's chief Cabinet secretary: Fire has erupted in 4th reactor at Fukushima Daiichi nuclear power plant #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","408","28","Japanese PM: Risk of more radioactive releases from a damaged nuclear power plant remains ""very high"" #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","173","21","Tokyo Electric Power Co.: Pressure readings show damage to Fukushima Daiichi No. 2 reactor suppression pool #quake http://on.cnn.com/fez8hp","","","","","1"
"","CNN Breaking News","Mar 15, 2011","1.5K","45","Official: Radiation levels at Fukushima Daiichi nuclear plant are at ""levels that can impact human health"" #quake http://on.cnn.com/fpRk6P","","","","","1"
"","CNN Breaking News","Mar 15, 2011","628","28","Japan's chief Cabinet secretary: Fire has erupted in 4th reactor at Fukushima Daiichi nuclear power plant #quake http://on.cnn.com/fpRk6P","","","","","1"
